,Date,SellPrices,Trades
0,2016-08-02 09:00:00,"[3974.0, 13700.0, 1208.0, 36800.0, 38384.0]","{'A036620': 4174.0, 'A064240': 12850.0, 'A127160': 1220.0, 'A191420': 38750.0, 'A196450': 39796.0}"
1,2016-08-03 09:00:00,"[15400.0, 5320.0, 5700.0, 4300.0, 38314.0]","{'A032790': 17350.0, 'A047770': 5500.0, 'A083470': 5510.0, 'A104040': 4210.0, 'A196450': 38878.0}"
2,2016-08-04 09:00:00,"[6199.0, 15494.0, 2494.0, 40572.0, 10754.0]","{'A078650': 5957.0, 'A089140': 11921.0, 'A111870': 2567.0, 'A196450': 39161.0, 'A208860': 10304.0}"
3,2016-08-05 09:00:00,"[5230.0, 8400.0, 16129.0, 6253.0, 40572.0]","{'A066900': 5150.0, 'A071670': 6890.0, 'A089140': 16028.0, 'A131760': 5828.0, 'A196450': 40078.0}"
4,2016-08-08 09:00:00,"[6780.0, 9680.0, 5812.0, 12150.0, 40713.0]","{'A038950': 7360.0, 'A071670': 8800.0, 'A106080': 6043.0, 'A136510': 12000.0, 'A196450': 41912.0}"
5,2016-08-09 09:00:00,"[5150.0, 5770.0, 2365.0, 9280.0, 42195.0]","{'A036640': 4520.0, 'A038010': 5980.0, 'A049120': 2220.0, 'A071670': 10300.0, 'A196450': 41277.0}"
6,2016-08-10 09:00:00,"[8580.0, 5848.0, 4900.0, 133251.0, 40078.0]","{'A039290': 8750.0, 'A064260': 6042.0, 'A093380': 5260.0, 'A106520': 133691.0, 'A196450': 40925.0}"
7,2016-08-11 09:00:00,"[5836.0, 1260.0, 3485.0, 41066.0, 11500.0]","{'A021650': 5774.0, 'A058400': 1090.0, 'A123840': 3511.0, 'A196450': 40360.0, 'A211270': 10850.0}"
8,2016-08-12 09:00:00,"[3140.0, 1310.0, 6332.0, 8500.0, 40501.0]","{'A032980': 3070.0, 'A058400': 1320.0, 'A066110': 6559.0, 'A069330': 8290.0, 'A196450': 40148.0}"
9,2016-08-16 09:00:00,"[1419.0, 2102.0, 8976.0, 1455.0, 39372.0]","{'A038620': 1555.0, 'A060560': 2276.0, 'A109610': 9589.0, 'A153490': 1635.0, 'A196450': 40007.0}"
10,2016-08-17 09:00:00,"[3930.0, 5660.0, 38314.0, 7390.0, 2385.0]","{'A010240': 3195.0, 'A045660': 6130.0, 'A196450': 39372.0, 'A224110': 8380.0, 'A900070': 2365.0}"
11,2016-08-18 09:00:00,"[3920.0, 2518.0, 2135.0, 3673.0, 38949.0]","{'A010240': 3930.0, 'A060560': 2486.0, 'A065770': 2130.0, 'A111870': 3641.0, 'A196450': 38596.0}"
12,2016-08-19 09:00:00,"[27800.0, 3501.0, 6490.0, 39372.0, 13628.0]","{'A009300': 31200.0, 'A045300': 3445.0, 'A045660': 7020.0, 'A196450': 39019.0, 'A214310': 14033.0}"
13,2016-08-22 09:00:00,"[4690.0, 5160.0, 4229.0, 39584.0, 3915.0]","{'A043360': 4895.0, 'A079810': 5380.0, 'A155650': 4456.0, 'A196450': 38808.0, 'A900270': 3495.0}"
14,2016-08-23 09:00:00,"[9030.0, 37044.0, 2870.0, 10184.0, 1268.0]","{'A154040': 9030.0, 'A196450': 38173.0, 'A220260': 2655.0, 'A222980': 10534.0, 'A224060': 978.0}"
15,2016-08-24 09:00:00,"[28450.0, 5530.0, 38102.0, 1328.0, 1903.0]","{'A140410': 31400.0, 'A193250': 5290.0, 'A196450': 38384.0, 'A224060': 1268.0, 'A230980': 1777.0}"
16,2016-08-25 09:00:00,"[10200.0, 5980.0, 36134.0, 35105.0, 1356.0]","{'A039290': 10750.0, 'A147830': 5740.0, 'A192410': 35723.0, 'A196450': 35844.0, 'A900110': 1469.0}"
17,2016-08-26 09:00:00,"[9740.0, 18100.0, 4588.0, 34151.0, 1205.0]","{'A052190': 10600.0, 'A092460': 18550.0, 'A095190': 4588.0, 'A196450': 34998.0, 'A215480': 1328.0}"
18,2016-08-29 09:00:00,"[6373.0, 2250.0, 55853.0, 34574.0, 2920.0]","{'A006140': 6547.0, 'A033600': 2440.0, 'A096690': 58048.0, 'A196450': 34292.0, 'A214680': 3240.0}"
19,2016-08-30 09:00:00,"[7830.0, 60800.0, 30120.0, 5800.0, 33304.0]","{'A024120': 7460.0, 'A053800': 67100.0, 'A092040': 32544.0, 'A093640': 6860.0, 'A196450': 32706.0}"
20,2016-08-31 09:00:00,"[1957.0, 14850.0, 18499.0, 46757.0, 32316.0]","{'A021045': 1507.0, 'A050320': 17325.0, 'A089140': 17564.0, 'A192410': 44887.0, 'A196450': 33411.0}"
21,2016-09-01 09:00:00,"[2129.0, 5100.0, 1533.0, 31893.0, 3040.0]","{'A021045': 1957.0, 'A039310': 5270.0, 'A054300': 1600.0, 'A196450': 33129.0, 'A200470': 3050.0}"
22,2016-09-02 09:00:00,"[9146.0, 7500.0, 30448.0, 3025.0, 3030.0]","{'A018700': 8885.0, 'A053290': 7410.0, 'A196450': 31187.0, 'A214680': 3370.0, 'A220260': 2925.0}"
23,2016-09-05 09:00:00,"[9310.0, 5830.0, 2025.0, 4650.0, 30730.0]","{'A044480': 9510.0, 'A046310': 5720.0, 'A088290': 2095.0, 'A115500': 4700.0, 'A196450': 30270.0}"
24,2016-09-06 09:00:00,"[4780.0, 7900.0, 5530.0, 7330.0, 29107.0]","{'A033100': 4260.0, 'A038010': 7920.0, 'A086670': 5680.0, 'A177350': 8031.0, 'A196450': 29635.0}"
25,2016-09-07 09:00:00,"[8730.0, 4785.0, 2290.0, 4877.0, 29706.0]","{'A024120': 8980.0, 'A033100': 5140.0, 'A088290': 2365.0, 'A123840': 4780.0, 'A196450': 29635.0}"
26,2016-09-08 09:00:00,"[13177.0, 3120.0, 1356.0, 27061.0, 8790.0]","{'A018700': 12934.0, 'A032280': 3225.0, 'A090710': 1504.0, 'A196450': 28896.0, 'A200230': 8350.0}"
27,2016-09-09 09:00:00,"[43560.0, 5470.0, 10423.0, 26849.0, 7176.0]","{'A041960': 42213.0, 'A060480': 5420.0, 'A109610': 10644.0, 'A196450': 27518.0, 'A225530': 7009.0}"
28,2016-09-12 09:00:00,"[19400.0, 14250.0, 2995.0, 6300.0, 23355.0]","{'A038870': 22100.0, 'A048430': 13500.0, 'A051780': 2745.0, 'A065060': 5730.0, 'A196450': 24944.0}"
29,2016-09-13 09:00:00,"[2115.0, 3735.0, 3040.0, 9620.0, 23849.0]","{'A016600': 1995.0, 'A049120': 2995.0, 'A051780': 3340.0, 'A069330': 10500.0, 'A196450': 23886.0}"
30,2016-09-19 09:00:00,"[8800.0, 5050.0, 6730.0, 16633.0, 24978.0]","{'A037460': 7480.0, 'A049120': 3890.0, 'A053260': 5190.0, 'A097520': 16633.0, 'A196450': 23920.0}"
31,2016-09-20 09:00:00,"[6010.0, 18350.0, 5780.0, 4075.0, 25331.0]","{'A017510': 5740.0, 'A037370': 15500.0, 'A049120': 5050.0, 'A066790': 3884.0, 'A196450': 24837.0}"
32,2016-09-21 09:00:00,"[7550.0, 3192.0, 6480.0, 5579.0, 25119.0]","{'A017510': 7460.0, 'A021045': 3378.0, 'A054540': 5500.0, 'A140520': 4293.0, 'A196450': 25085.0}"
33,2016-09-22 09:00:00,"[4530.0, 6720.0, 3590.0, 5150.0, 25472.0]","{'A048470': 4810.0, 'A054540': 7150.0, 'A101670': 2950.0, 'A140520': 5579.0, 'A196450': 25613.0}"
34,2016-09-23 09:00:00,"[13450.0, 9940.0, 36529.0, 5280.0, 25226.0]","{'A018680': 13400.0, 'A037460': 10250.0, 'A049180': 38463.0, 'A100660': 4930.0, 'A196450': 25190.0}"
35,2016-09-26 09:00:00,"[11700.0, 3295.0, 16050.0, 11900.0, 25156.0]","{'A052190': 13550.0, 'A088290': 3770.0, 'A092460': 16550.0, 'A136510': 13800.0, 'A196450': 25085.0}"
36,2016-09-27 09:00:00,"[7590.0, 4220.0, 4373.0, 3740.0, 23355.0]","{'A057030': 5840.0, 'A065950': 4655.0, 'A067630': 3914.0, 'A106240': 5330.0, 'A196450': 25190.0}"
37,2016-09-28 09:00:00,"[4120.0, 8760.0, 9000.0, 4755.0, 23462.0]","{'A013720': 4600.0, 'A025870': 8990.0, 'A057030': 7590.0, 'A100660': 6030.0, 'A196450': 23285.0}"
38,2016-09-29 09:00:00,"[6020.0, 3045.0, 2225.0, 6750.0, 23815.0]","{'A043360': 6570.0, 'A075970': 3460.0, 'A081150': 2520.0, 'A086670': 7470.0, 'A196450': 23886.0}"
39,2016-09-30 09:00:00,"[3537.0, 5760.0, 6459.0, 5525.0, 24131.0]","{'A073010': 2944.0, 'A101170': 6420.0, 'A187270': 6903.0, 'A189860': 5775.0, 'A196450': 23285.0}"
40,2016-10-04 09:00:00,"[6880.0, 5200.0, 4969.0, 3525.0, 22932.0]","{'A033100': 7090.0, 'A064290': 5000.0, 'A073010': 3822.0, 'A075970': 3600.0, 'A196450': 23285.0}"
41,2016-10-05 09:00:00,"[4473.0, 13350.0, 6618.0, 23002.0, 11251.0]","{'A073010': 4969.0, 'A138690': 12250.0, 'A187790': 6464.0, 'A196450': 23355.0, 'A225530': 11752.0}"
42,2016-10-06 09:00:00,"[11125.0, 8242.0, 4690.0, 5568.0, 23849.0]","{'A017650': 8750.0, 'A023600': 8485.0, 'A048470': 4980.0, 'A073010': 5614.0, 'A196450': 23604.0}"
43,2016-10-07 09:00:00,"[10775.0, 11350.0, 4845.0, 9330.0, 24202.0]","{'A017650': 10950.0, 'A037460': 13000.0, 'A049120': 4440.0, 'A071670': 10200.0, 'A196450': 23990.0}"
44,2016-10-10 09:00:00,"[4170.0, 8233.0, 4040.0, 23956.0, 2890.0]","{'A058220': 4825.0, 'A067000': 8060.0, 'A089150': 4280.0, 'A196450': 24202.0, 'A222810': 2855.0}"
45,2016-10-11 09:00:00,"[3740.0, 7715.0, 12101.0, 6300.0, 24450.0]","{'A035620': 3940.0, 'A066910': 6722.0, 'A142210': 13019.0, 'A189860': 6900.0, 'A196450': 24061.0}"
46,2016-10-12 09:00:00,"[18178.0, 5910.0, 7950.0, 24098.0, 3620.0]","{'A066980': 19123.0, 'A067730': 5900.0, 'A083470': 8170.0, 'A196450': 24978.0, 'A196700': 3625.0}"
47,2016-10-13 09:00:00,"[4845.0, 11400.0, 6377.0, 24343.0, 3500.0]","{'A046110': 4645.0, 'A050320': 11475.0, 'A180400': 6752.0, 'A196450': 24343.0, 'A220260': 3155.0}"
48,2016-10-14 09:00:00,"[580.0, 2476.0, 5120.0, 6803.0, 23355.0]","{'A032800': 521.0, 'A033540': 2412.0, 'A104040': 4990.0, 'A187270': 6985.0, 'A196450': 23990.0}"
49,2016-10-17 09:00:00,"[5570.0, 11040.0, 4298.0, 16450.0, 22686.0]","{'A066110': 5530.0, 'A069330': 11960.0, 'A079650': 4528.0, 'A175140': 16800.0, 'A196450': 23426.0}"
50,2016-10-18 09:00:00,"[10750.0, 21729.0, 22898.0, 5650.0, 8880.0]","{'A050960': 11550.0, 'A109610': 21410.0, 'A196450': 23144.0, 'A201490': 6160.0, 'A950140': 9200.0}"
51,2016-10-19 09:00:00,"[5270.0, 11200.0, 811.0, 23073.0, 14434.0]","{'A039860': 5880.0, 'A071670': 10800.0, 'A094860': 838.0, 'A196450': 22791.0, 'A206400': 15026.0}"
52,2016-10-20 09:00:00,"[10803.0, 15150.0, 1600.0, 3509.0, 22791.0]","{'A018700': 10561.0, 'A050320': 15225.0, 'A054300': 1671.0, 'A058820': 3729.0, 'A196450': 23073.0}"
53,2016-10-21 09:00:00,"[4360.0, 20925.0, 22650.0, 2071.0, 10800.0]","{'A011320': 4530.0, 'A109740': 21400.0, 'A196450': 23251.0, 'A900280': 1869.0, 'A950140': 9930.0}"
54,2016-10-24 09:00:00,"[14293.0, 4415.0, 18050.0, 21450.0, 11250.0]","{'A072990': 13307.0, 'A101000': 4259.0, 'A175140': 18200.0, 'A196450': 21981.0, 'A950140': 11450.0}"
55,2016-10-25 09:00:00,"[4400.0, 5900.0, 21168.0, 2380.0, 16850.0]","{'A008290': 4730.0, 'A189860': 5875.0, 'A196450': 21557.0, 'A900280': 2369.0, 'A950140': 13900.0}"
56,2016-10-26 09:00:00,"[2565.0, 10625.0, 13250.0, 21134.0, 17500.0]","{'A021045': 2431.0, 'A049070': 11377.0, 'A142210': 13800.0, 'A196450': 21238.0, 'A950140': 16650.0}"
57,2016-10-27 09:00:00,"[13710.0, 2195.0, 3430.0, 20815.0, 7350.0]","{'A018700': 14339.0, 'A020180': 2285.0, 'A070590': 3510.0, 'A196450': 21275.0, 'A900290': 7850.0}"
58,2016-10-28 09:00:00,"[5400.0, 4790.0, 5986.0, 4448.0, 22509.0]","{'A019770': 5340.0, 'A065060': 5200.0, 'A114570': 6163.0, 'A131760': 4583.0, 'A196450': 21450.0}"
59,2016-10-31 09:00:00,"[2570.0, 5580.0, 4904.0, 9040.0, 23039.0]","{'A020180': 2670.0, 'A043360': 5740.0, 'A053060': 4745.0, 'A086670': 7370.0, 'A196450': 23039.0}"
60,2016-11-01 09:00:00,"[7400.0, 24899.0, 5507.0, 2595.0, 21168.0]","{'A023790': 6690.0, 'A032860': 32028.0, 'A053060': 5995.0, 'A139050': 2900.0, 'A196450': 21097.0}"
61,2016-11-02 09:00:00,"[5600.0, 24400.0, 5160.0, 41756.0, 20321.0]","{'A009780': 6300.0, 'A064240': 24100.0, 'A090150': 5070.0, 'A096690': 47658.0, 'A196450': 21275.0}"
62,2016-11-03 09:00:00,"[2771.0, 2260.0, 10680.0, 18453.0, 7350.0]","{'A021045': 3182.0, 'A037950': 2250.0, 'A069330': 12760.0, 'A196450': 18487.0, 'A201490': 7500.0}"
63,2016-11-04 09:00:00,"[19050.0, 7610.0, 18204.0, 9689.0, 13200.0]","{'A065660': 22100.0, 'A086670': 8560.0, 'A196450': 18664.0, 'A217730': 10871.0, 'A224110': 10900.0}"
64,2016-11-07 09:00:00,"[6925.0, 3835.0, 6900.0, 3150.0, 20109.0]","{'A009780': 6975.0, 'A045340': 3855.0, 'A050320': 7400.0, 'A182360': 3405.0, 'A196450': 19757.0}"
65,2016-11-08 09:00:00,"[9280.0, 1665.0, 17805.0, 20005.0, 1940.0]","{'A038530': 9733.0, 'A064090': 1745.0, 'A109610': 16260.0, 'A196450': 20076.0, 'A214270': 1805.0}"
66,2016-11-09 09:00:00,"[2280.0, 18910.0, 28855.0, 1939.0, 5340.0]","{'A006050': 2630.0, 'A196450': 20005.0, 'A239610': 27901.0, 'A900280': 2011.0, 'A900290': 5720.0}"
67,2016-11-10 09:00:00,"[5770.0, 2415.0, 3825.0, 3986.0, 20076.0]","{'A013810': 6490.0, 'A037950': 2710.0, 'A065450': 3845.0, 'A109960': 3936.0, 'A196450': 18382.0}"
68,2016-11-11 09:00:00,"[5940.0, 7440.0, 9440.0, 20603.0, 19250.0]","{'A019770': 5750.0, 'A039200': 7390.0, 'A079170': 9790.0, 'A196450': 20392.0, 'A900100': 20050.0}"
69,2016-11-14 09:00:00,"[4245.0, 725.0, 7280.0, 5518.0, 20745.0]","{'A010240': 4305.0, 'A021880': 760.0, 'A053160': 7350.0, 'A121800': 5582.0, 'A196450': 20217.0}"
70,2016-11-15 09:00:00,"[7530.0, 5481.0, 6900.0, 5530.0, 20217.0]","{'A038010': 6990.0, 'A053060': 5640.0, 'A069140': 7140.0, 'A090150': 5430.0, 'A196450': 20711.0}"
71,2016-11-16 09:00:00,"[1985.0, 12450.0, 20956.0, 3800.0, 17950.0]","{'A064090': 2050.0, 'A069510': 12450.0, 'A196450': 20462.0, 'A222420': 3810.0, 'A950140': 18050.0}"
72,2016-11-17 09:00:00,"[1093.0, 10050.0, 56100.0, 21910.0, 2010.0]","{'A043100': 994.0, 'A053160': 9880.0, 'A096690': 51777.0, 'A196450': 21591.0, 'A214270': 2135.0}"
73,2016-11-18 09:00:00,"[11300.0, 5550.0, 8660.0, 4300.0, 22085.0]","{'A025950': 8970.0, 'A045340': 5290.0, 'A062860': 9080.0, 'A119500': 4135.0, 'A196450': 21521.0}"
74,2016-11-21 09:00:00,"[67321.0, 5325.0, 19582.0, 4460.0, 10300.0]","{'A096690': 56374.0, 'A177830': 5000.0, 'A196450': 21380.0, 'A196700': 4735.0, 'A214310': 11200.0}"
75,2016-11-22 09:00:00,"[5570.0, 2810.0, 5998.0, 19968.0, 2610.0]","{'A035610': 5560.0, 'A081150': 2810.0, 'A083550': 5870.0, 'A196450': 19616.0, 'A214270': 2295.0}"
76,2016-11-23 09:00:00,"[2345.0, 5770.0, 6100.0, 19229.0, 3099.0]","{'A037400': 2465.0, 'A049120': 5460.0, 'A091340': 5470.0, 'A196450': 19051.0, 'A208140': 3204.0}"
77,2016-11-24 09:00:00,"[2760.0, 5020.0, 3310.0, 4530.0, 18981.0]","{'A020180': 2730.0, 'A026910': 5270.0, 'A042040': 3300.0, 'A130740': 4810.0, 'A196450': 18981.0}"
78,2016-11-25 09:00:00,"[4478.0, 10600.0, 1094.0, 18382.0, 3395.0]","{'A007390': 4325.0, 'A053160': 11200.0, 'A115530': 843.0, 'A196450': 18698.0, 'A208140': 3730.0}"
79,2016-11-28 09:00:00,"[9180.0, 1114.0, 4374.0, 18523.0, 13550.0]","{'A086670': 10100.0, 'A115530': 1094.0, 'A130500': 3967.0, 'A196450': 18594.0, 'A950140': 13100.0}"
80,2016-11-29 09:00:00,"[5420.0, 19263.0, 2360.0, 2712.0, 5000.0]","{'A006910': 5250.0, 'A196450': 19088.0, 'A224060': 2315.0, 'A900280': 2452.0, 'A900290': 5260.0}"
81,2016-11-30 09:00:00,"[5140.0, 61847.0, 1890.0, 18664.0, 3765.0]","{'A048410': 5300.0, 'A096690': 60753.0, 'A141070': 2005.0, 'A196450': 18947.0, 'A204840': 3415.0}"
82,2016-12-01 09:00:00,"[1112.0, 6860.0, 5360.0, 19192.0, 3675.0]","{'A043100': 1131.0, 'A044480': 7790.0, 'A091440': 5510.0, 'A196450': 18910.0, 'A224060': 2940.0}"
83,2016-12-02 09:00:00,"[3755.0, 3072.0, 3821.0, 18594.0, 3510.0]","{'A050890': 3571.0, 'A084180': 2977.0, 'A101000': 3999.0, 'A196450': 18910.0, 'A224060': 3590.0}"
84,2016-12-05 09:00:00,"[3290.0, 5800.0, 1146.0, 18523.0, 4465.0]","{'A037230': 2595.0, 'A067730': 5280.0, 'A115530': 1176.0, 'A196450': 18523.0, 'A204840': 4413.0}"
85,2016-12-06 09:00:00,"[9570.0, 4150.0, 875.0, 2020.0, 17535.0]","{'A019770': 9200.0, 'A032080': 4155.0, 'A072520': 758.0, 'A182360': 2115.0, 'A196450': 18204.0}"
86,2016-12-07 09:00:00,"[3350.0, 3805.0, 3841.0, 16582.0, 2490.0]","{'A047770': 3775.0, 'A069920': 3955.0, 'A130500': 4253.0, 'A196450': 17287.0, 'A214680': 2350.0}"
87,2016-12-08 09:00:00,"[3500.0, 3191.0, 5350.0, 3723.0, 17747.0]","{'A037230': 3670.0, 'A039980': 3150.0, 'A047920': 5690.0, 'A065150': 4021.0, 'A196450': 16723.0}"
88,2016-12-09 09:00:00,"[4135.0, 4273.0, 5991.0, 12425.0, 19192.0]","{'A017250': 4150.0, 'A024810': 4475.0, 'A028300': 6168.0, 'A054780': 12900.0, 'A196450': 17146.0}"
89,2016-12-12 09:00:00,"[8030.0, 2197.0, 2915.0, 5340.0, 20321.0]","{'A049120': 7300.0, 'A085670': 2040.0, 'A104040': 2460.0, 'A134580': 4435.0, 'A196450': 17781.0}"
90,2016-12-13 09:00:00,"[7830.0, 8160.0, 2965.0, 5350.0, 20287.0]","{'A014200': 6890.0, 'A049120': 8340.0, 'A104040': 3010.0, 'A134580': 5300.0, 'A196450': 20217.0}"
91,2016-12-14 09:00:00,"[2064.0, 3145.0, 18550.0, 19827.0, 1855.0]","{'A054180': 2019.0, 'A094970': 3255.0, 'A196300': 16900.0, 'A196450': 21027.0, 'A220630': 1880.0}"
