Code,Return
A004590,-62.00
A000250,3.00
A004650,-55.00
A000440,-37.00
A004780,-58.00
A001000,-9.00
A005160,-22.00
A001540,-61.00
A005290,200.00
A001810,-65.00
A005670,-55.00
A001840,11.00
A005710,-30.00
A002230,-18.00
A005860,0
A002290,-31.00
A005990,-19.00
A002680,-50.00
A006050,1.00
A002800,-69.00
A003100,-23.00
A006140,-53.00
A003310,26.00
A006580,59.00
A006620,3.00
A003380,-14.00
A006730,-46.00
A003800,23.00
A006910,-28.00
A004590,-62.00
A004650,-55.00
A006920,-52.00
A004780,-58.00
A007330,10.00
A005160,-22.00
A007370,0
A005290,200.00
A007390,0
A005670,-55.00
A007530,-31.00
A007680,-36.00
A005710,-30.00
A007720,50.00
A005860,0
A007770,-40.00
A005990,-19.00
A007820,0
A006050,1.00
A008290,-59.00
A006140,-53.00
A008370,-55.00
A006580,59.00
A006620,3.00
A008470,-30.00
A006730,-46.00
A008800,132.00
A006910,-28.00
A008830,-31.00
A009300,-37.00
A006920,-52.00
A009520,60.00
A007330,10.00
A009620,0
A007370,0
A007390,0
A009730,-72.00
A007530,-31.00
A009780,-10.00
A007680,-36.00
A010170,133.00
A007720,50.00
A010240,42.00
A007770,-40.00
A010280,44.00
A007820,0
A010470,-62.00
A008290,-59.00
A011040,-9.00
A008370,-55.00
A011080,-53.00
A008470,-30.00
A011320,-36.00
A008800,132.00
A011370,-42.00
A008830,-31.00
A011560,20.00
A009300,-37.00
A012340,-24.00
A009520,60.00
A012620,-39.00
A009620,0
A012700,-41.00
A009730,-72.00
A012790,-68.00
A009780,-10.00
A012860,-67.00
A010170,133.00
A013030,-18.00
A010240,42.00
A013120,-36.00
A010280,44.00
A013310,-35.00
A010470,-62.00
A013720,-24.00
A011040,-9.00
A013810,-68.00
A011080,-53.00
A013990,-38.00
A011320,-36.00
A014100,-28.00
A011370,-42.00
A014190,-18.00
A011560,20.00
A014200,0
A012340,-24.00
A014470,-62.00
A012620,-39.00
A014570,-35.00
A012700,-41.00
A014620,-45.00
A012790,-68.00
A014940,0
A012860,-67.00
A014970,-43.00
A013030,-18.00
A015710,-48.00
A013120,-36.00
A015750,-48.00
A013310,-35.00
A016100,0
A013720,-24.00
A016250,-48.00
A013810,-68.00
A016600,-24.00
A013990,-38.00
A016670,-58.00
A014100,-28.00
A016790,0
A014190,-18.00
A016920,-45.00
A014200,0
A017000,0
A014470,-62.00
A017250,-60.00
A014570,-35.00
A017480,-29.00
A014620,-45.00
A017510,40.00
A014940,0
A017650,-18.00
A014970,-43.00
A017890,32.00
A015710,-48.00
A018000,113.00
A015750,-48.00
A018120,-14.00
A016100,0
A018290,-51.00
A016250,-48.00
A018310,-21.00
A016600,-24.00
A018620,-72.00
A016670,-58.00
A018680,-49.00
A016790,0
A018700,10.00
A016920,-45.00
A019010,-30.00
A017000,0
A019210,7.00
A017250,-60.00
A019540,-39.00
A017480,-29.00
A019550,-53.00
A017510,40.00
A019570,85.00
A017650,-18.00
A019590,-8.00
A017890,32.00
A019660,9.00
A018000,113.00
A019770,-32.00
A018120,-14.00
A019990,-17.00
A018290,-51.00
A020180,-64.00
A018310,-21.00
A020400,-55.00
A018620,-72.00
A020710,-9.00
A018680,-49.00
A021040,-9.00
A018700,10.00
A021045,0
A019010,-30.00
A021080,-23.00
A019210,7.00
A021320,-45.00
A019540,-39.00
A021650,-49.00
A019550,-53.00
A021880,-42.00
A019570,85.00
A022100,-8.00
A019590,-8.00
A022220,-8.00
A019660,9.00
A023160,-23.00
A019770,-32.00
A023410,-65.00
A019990,-17.00
A023440,-36.00
A020180,-64.00
A023460,-61.00
A020400,-55.00
A023600,-29.00
A020710,-9.00
A023760,-27.00
A021040,-9.00
A023770,-37.00
A021045,0
A023790,-60.00
A021080,-23.00
A023900,35.00
A021320,-45.00
A023910,14.00
A021650,-49.00
A024060,-32.00
A021880,-42.00
A024120,15.00
A022100,-8.00
A024740,-73.00
A022220,-8.00
A024800,-8.00
A023160,-23.00
A024810,-9.00
A023410,-65.00
A024830,-48.00
A023440,-36.00
A024840,0
A023460,-61.00
A024850,-62.00
A023600,-29.00
A024880,-38.00
A023760,-27.00
A024910,-63.00
A023770,-37.00
A024940,-40.00
A023790,-60.00
A024950,4.00
A023900,35.00
A025320,3.00
A023910,14.00
A025440,12.00
A024060,-32.00
A025550,-59.00
A024120,15.00
A025770,-66.00
A024740,-73.00
A025870,-56.00
A024800,-8.00
A025880,-70.00
A024810,-9.00
A025900,-38.00
A024830,-48.00
A025950,-24.00
A024840,0
A025980,-12.00
A024850,-62.00
A026040,-66.00
A024880,-38.00
A026150,-57.00
A024910,-63.00
A026910,0
A024940,-40.00
A027040,31.00
A024950,4.00
A027050,-33.00
A025320,3.00
A027360,-65.00
A025440,12.00
A027580,-72.00
A025550,-59.00
A027710,-68.00
A025770,-66.00
A027830,-78.00
A025870,-56.00
A028080,-21.00
A025880,-70.00
A028150,0
A025900,-38.00
A028300,65.00
A025950,-24.00
A029480,-34.00
A025980,-12.00
A029960,204.00
A026040,-66.00
A030190,37.00
A026150,-57.00
A030350,-75.00
A026910,0
A030520,3.00
A027040,31.00
A030530,-58.00
A027050,-33.00
A030960,-50.00
A027360,-65.00
A031310,-32.00
A027580,-72.00
A031330,-36.00
A027710,-68.00
A031390,-30.00
A027830,-78.00
A031510,55.00
A028080,-21.00
A031860,8.00
A028150,0
A031980,84.00
A028300,65.00
A032080,-16.00
A029480,-34.00
A032190,-23.00
A029960,204.00
A032280,-55.00
A030190,37.00
A032300,-100.00
A030350,-75.00
A032500,722.00
A030520,3.00
A032540,1.00
A030530,-58.00
A032580,-50.00
A030960,-50.00
A032620,32.00
A031310,-32.00
A032680,-65.00
A031330,-36.00
A032685,-55.00
A031390,-30.00
A032750,-11.00
A031510,55.00
A032790,-26.00
A031860,8.00
A032800,-43.00
A031980,84.00
A032820,12.00
A032080,-16.00
A032850,52.00
A032190,-23.00
A032860,-63.00
A032280,-55.00
A032940,-29.00
A032300,-100.00
A032960,-32.00
A032500,722.00
A032980,-20.00
A032540,1.00
A033050,-57.00
A032580,-50.00
A033100,65.00
A032620,32.00
A033110,-34.00
A032680,-65.00
A033130,-48.00
A032685,-55.00
A033160,-48.00
A032750,-11.00
A033170,-65.00
A032790,-26.00
A033200,14.00
A032800,-43.00
A033230,-60.00
A032820,12.00
A033290,13.00
A032850,52.00
A033310,-54.00
A032860,-63.00
A033320,-13.00
A032940,-29.00
A033340,-1.00
A032960,-32.00
A033430,-57.00
A032980,-20.00
A033500,-43.00
A033050,-57.00
A033540,3.00
A033100,65.00
A033560,-48.00
A033110,-34.00
A033600,41.00
A033130,-48.00
A033640,94.00
A033160,-48.00
A033790,55.00
A033170,-65.00
A033830,-1.00
A033200,14.00
A034230,-44.00
A033230,-60.00
A034810,-40.00
A033290,13.00
A034940,-58.00
A033310,-54.00
A034950,12.00
A033320,-13.00
A035080,-30.00
A033340,-1.00
A035200,-5.00
A033430,-57.00
A035290,-30.00
A033500,-43.00
A035460,-36.00
A033540,3.00
A035600,16.00
A033560,-48.00
A035610,-42.00
A033600,41.00
A035620,-30.00
A033640,94.00
A035760,0
A033790,55.00
A035810,-51.00
A033830,-1.00
A035890,-63.00
A034230,-44.00
A035900,282.00
A034810,-40.00
A036000,13.00
A034940,-58.00
A036010,-41.00
A034950,12.00
A036030,-40.00
A035080,-30.00
A036090,-29.00
A035200,-5.00
A036120,-31.00
A035290,-30.00
A036170,-16.00
A035460,-36.00
A036180,8.00
A035600,16.00
A036190,-26.00
A035610,-42.00
A036200,-66.00
A035620,-30.00
A036480,0
A035760,0
A036490,0
A035810,-51.00
A036540,80.00
A035890,-63.00
A036560,-30.00
A035900,282.00
A036620,-46.00
A036000,13.00
A036630,68.00
A036010,-41.00
A036640,-58.00
A036030,-40.00
A036670,-45.00
A036090,-29.00
A036690,-5.00
A036120,-31.00
A036710,-7.00
A036170,-16.00
A036800,0
A036180,8.00
A036810,-5.00
A036190,-26.00
A036830,-11.00
A036200,-66.00
A036890,-5.00
A036480,0
A036930,50.00
A036490,0
A037030,186.00
A036540,80.00
A037070,-50.00
A036560,-30.00
A037230,-51.00
A036620,-46.00
A037330,-1.00
A036630,68.00
A037350,23.00
A036640,-58.00
A037370,-55.00
A036670,-45.00
A037400,-47.00
A036690,-5.00
A037440,-21.00
A036710,-7.00
A037460,-33.00
A036800,0
A037760,-47.00
A036810,-5.00
A037950,-44.00
A036830,-11.00
A038010,-26.00
A036890,-5.00
A038060,-56.00
A036930,50.00
A038070,-77.00
A037030,186.00
A038110,-60.00
A037070,-50.00
A038160,-57.00
A037230,-51.00
A038290,-29.00
A037330,-1.00
A038340,-77.00
A037350,23.00
A038390,-19.00
A037370,-55.00
A038460,0
A037400,-47.00
A038500,-44.00
A037440,-21.00
A038530,-75.00
A037460,-33.00
A038540,161.00
A037760,-47.00
A038620,-64.00
A037950,-44.00
A038680,23.00
A038010,-26.00
A038870,5.00
A038060,-56.00
A038880,-52.00
A038070,-77.00
A038950,-6.00
A038110,-60.00
A039010,-17.00
A038160,-57.00
A039020,-51.00
A038290,-29.00
A039030,0
A038340,-77.00
A039200,60.00
A038390,-19.00
A039230,-34.00
A038460,0
A039240,-4.00
A038500,-44.00
A039290,12.00
A038530,-75.00
A039310,-16.00
A038540,161.00
A039340,-8.00
A038620,-64.00
A039420,-20.00
A038680,23.00
A039440,16.00
A038870,5.00
A039560,-52.00
A038880,-52.00
A039610,-28.00
A038950,-6.00
A039670,-82.00
A039010,-17.00
A039740,-19.00
A039020,-51.00
A039830,-49.00
A039030,0
A039840,22.00
A039200,60.00
A039860,-20.00
A039230,-34.00
A039980,-50.00
A039240,-4.00
A040160,0
A039290,12.00
A040300,-50.00
A039310,-16.00
A040350,-18.00
A039340,-8.00
A040420,-17.00
A039420,-20.00
A040610,0
A039440,16.00
A040910,68.00
A039560,-52.00
A041020,-62.00
A039610,-28.00
A041140,-4.00
A039670,-82.00
A041190,68.00
A039740,-19.00
A041440,-35.00
A039830,-49.00
A041460,-24.00
A039840,22.00
A041510,10.00
A039860,-20.00
A041520,-29.00
A039980,-50.00
A041590,-68.00
A040160,0
A041830,0
A040300,-50.00
A041910,-5.00
A040350,-18.00
A041920,10.00
A040420,-17.00
A041930,-34.00
A040610,0
A041960,-67.00
A040910,68.00
A042000,966.00
A041020,-62.00
A042040,-61.00
A041140,-4.00
A042110,-57.00
A041190,68.00
A042370,0
A041440,-35.00
A042420,-50.00
A041460,-24.00
A042500,-43.00
A041510,10.00
A042510,-69.00
A041520,-29.00
A042520,-35.00
A041590,-68.00
A042600,-5.00
A041830,0
A042940,-66.00
A041910,-5.00
A043090,-28.00
A041920,10.00
A043100,-24.00
A041930,-34.00
A043150,-15.00
A041960,-67.00
A043200,0
A042000,966.00
A043220,-48.00
A042040,-61.00
A043260,-41.00
A042110,-57.00
A043290,6.00
A042370,0
A043340,-21.00
A042420,-50.00
A043360,-28.00
A042500,-43.00
A043370,-25.00
A042510,-69.00
A043590,-17.00
A042520,-35.00
A043610,-64.00
A042600,-5.00
A043650,-50.00
A042940,-66.00
A043710,-71.00
A043090,-28.00
A043910,-36.00
A043100,-24.00
A044060,-73.00
A043150,-15.00
A044180,0
A043200,0
A044340,9.00
A043220,-48.00
A044480,0
A043260,-41.00
A044490,-19.00
A043290,6.00
A044780,-72.00
A043340,-21.00
A044960,-43.00
A043360,-28.00
A045060,-18.00
A043370,-25.00
A045100,-22.00
A043590,-17.00
A045300,10.00
A043610,-64.00
A045340,-41.00
A043650,-50.00
A045390,129.00
A043710,-71.00
A045510,0
A043910,-36.00
A045520,70.00
A044060,-73.00
A045660,61.00
A044180,0
A045890,-71.00
A044340,9.00
A045970,-49.00
A044480,0
A046070,-8.00
A044490,-19.00
A046110,58.00
A044780,-72.00
A046120,-53.00
A044960,-43.00
A046140,-58.00
A045060,-18.00
A046210,7.00
A045100,-22.00
A046310,-74.00
A045300,10.00
A046390,-47.00
A045340,-41.00
A046440,42.00
A045390,129.00
A046890,-11.00
A045510,0
A046940,0
A045520,70.00
A046970,-42.00
A045660,61.00
A047080,-67.00
A045890,-71.00
A047310,-3.00
A045970,-49.00
A047560,-47.00
A046070,-8.00
A047770,-78.00
A046110,58.00
A047820,-71.00
A046120,-53.00
A047920,-61.00
A046140,-58.00
A048260,-15.00
A046210,7.00
A048410,-29.00
A046310,-74.00
A048430,-64.00
A046390,-47.00
A048470,3.00
A046440,42.00
A048530,-42.00
A046890,-11.00
A048550,1.00
A046940,0
A048770,-39.00
A046970,-42.00
A048830,0
A047080,-67.00
A048870,0
A047310,-3.00
A048910,-15.00
A047560,-47.00
A049070,-20.00
A047770,-78.00
A049080,-35.00
A047820,-71.00
A049120,-21.00
A047920,-61.00
A049180,-16.00
A048260,-15.00
A049430,-36.00
A048410,-29.00
A049470,-8.00
A048430,-64.00
A049480,-62.00
A048470,3.00
A049520,5.00
A048530,-42.00
A049550,-22.00
A048550,1.00
A049630,-55.00
A048770,-39.00
A049720,18.00
A048830,0
A049830,-77.00
A048870,0
A049950,434.00
A048910,-15.00
A049960,-13.00
A049070,-20.00
A050090,-47.00
A049080,-35.00
A050110,-41.00
A049120,-21.00
A050120,-74.00
A049180,-16.00
A050320,168.00
A049430,-36.00
A050540,-4.00
A049470,-8.00
A050760,41.00
A049480,-62.00
A050860,-48.00
A049520,5.00
A050890,-1.00
A049550,-22.00
A050960,0
A049630,-55.00
A051160,62.00
A049720,18.00
A051360,-47.00
A049830,-77.00
A051370,14.00
A049950,434.00
A051380,14.00
A049960,-13.00
A051390,-12.00
A050090,-47.00
A051490,-26.00
A050110,-41.00
A051500,-38.00
A050120,-74.00
A051780,11.00
A050320,168.00
A051980,-17.00
A050540,-4.00
A052020,137.00
A050760,41.00
A052190,-70.00
A050860,-48.00
A052220,-58.00
A050890,-1.00
A052260,9.00
A050960,0
A052300,-27.00
A051160,62.00
A052330,-30.00
A051360,-47.00
A052400,-50.00
A051370,14.00
A052420,-60.00
A051380,14.00
A052460,-70.00
A051390,-12.00
A052600,-44.00
A051490,-26.00
A052670,-46.00
A051500,-38.00
A052710,-5.00
A051780,11.00
A052770,-63.00
A051980,-17.00
A052790,-59.00
A052020,137.00
A052860,-35.00
A052190,-70.00
A052900,-72.00
A052220,-58.00
A053030,-37.00
A052260,9.00
A053050,-43.00
A052300,-27.00
A053060,-16.00
A052330,-30.00
A053080,-100.00
A052400,-50.00
A053110,-28.00
A052420,-60.00
A053160,1.00
A052460,-70.00
A053260,-23.00
A052600,-44.00
A053270,-54.00
A052670,-46.00
A053280,-52.00
A052710,-5.00
A053290,-51.00
A052770,-63.00
A053300,-33.00
A052790,-59.00
A053350,-43.00
A052860,-35.00
A053450,-53.00
A052900,-72.00
A053580,110.00
A053030,-37.00
A053590,-81.00
A053050,-43.00
A053610,23.00
A053060,-16.00
A053620,-47.00
A053080,-100.00
A053660,-20.00
A053110,-28.00
A053700,-38.00
A053160,1.00
A053800,-38.00
A053260,-23.00
A053950,72.00
A053270,-54.00
A053980,-28.00
A053280,-52.00
A054040,-7.00
A053290,-51.00
A054050,-28.00
A053300,-33.00
A054090,-71.00
A053350,-43.00
A054180,5.00
A053450,-53.00
A054210,4.00
A053580,110.00
A054220,-24.00
A053590,-81.00
A054300,-59.00
A053610,23.00
A054410,-57.00
A053620,-47.00
A054450,-21.00
A053660,-20.00
A054540,-18.00
A053700,-38.00
A054620,74.00
A053800,-38.00
A054630,-48.00
A053950,72.00
A054670,-66.00
A053980,-28.00
A054780,-67.00
A054040,-7.00
A054800,-31.00
A054050,-28.00
A054920,-6.00
A054090,-71.00
A054930,-21.00
A054180,5.00
A054940,-31.00
A054210,4.00
A054950,-39.00
A054220,-24.00
A056000,-23.00
A054300,-59.00
A056080,-32.00
A054410,-57.00
A056090,-21.00
A054450,-21.00
A056190,6.00
A054540,-18.00
A056360,-36.00
A054620,74.00
A056700,-13.00
A054630,-48.00
A056730,-80.00
A054670,-66.00
A057030,28.00
A054780,-67.00
A057540,-72.00
A054800,-31.00
A057680,14.00
A054920,-6.00
A057880,-30.00
A054930,-21.00
A058110,294.00
A054940,-31.00
A058220,51.00
A054950,-39.00
A058400,-42.00
A056000,-23.00
A058420,-63.00
A056080,-32.00
A058450,0
A056090,-21.00
A058470,54.00
A056190,6.00
A058530,-53.00
A056360,-36.00
A058610,-20.00
A056700,-13.00
A058630,-57.00
A056730,-80.00
A058820,-24.00
A057030,28.00
A059090,15.00
A057540,-72.00
A059100,-50.00
A057680,14.00
A059120,-42.00
A057880,-30.00
A059210,-64.00
A058110,294.00
A059270,-100.00
A058220,51.00
A060150,-25.00
A058400,-42.00
A060230,-58.00
A058420,-63.00
A060240,-66.00
A058450,0
A060250,196.00
A058470,54.00
A060260,81.00
A058530,-53.00
A060280,-31.00
A058610,-20.00
A060300,0
A058630,-57.00
A060310,-44.00
A058820,-24.00
A060370,-65.00
A059090,15.00
A060380,-13.00
A059100,-50.00
A060480,28.00
A059120,-42.00
A060540,-71.00
A059210,-64.00
A059270,-100.00
A060560,-28.00
A060570,-67.00
A060150,-25.00
A060230,-58.00
A060590,9.00
A060720,-17.00
A060240,-66.00
A060850,-100.00
A060250,196.00
A060900,-63.00
A060260,81.00
A061040,-1.00
A060280,-31.00
A061250,-49.00
A060300,0
A061970,15.00
A060310,-44.00
A062860,-52.00
A060370,-65.00
A062970,-49.00
A060380,-13.00
A063080,0
A060480,28.00
A063170,-46.00
A060540,-71.00
A063440,-44.00
A060560,-28.00
A063570,-17.00
A060570,-67.00
A063760,248.00
A060590,9.00
A064090,96.00
A060720,-17.00
A064240,-33.00
A060850,-100.00
A064260,-51.00
A060900,-63.00
A064290,43.00
A061040,-1.00
A064480,21.00
A061250,-49.00
A064510,0
A061970,15.00
A064520,-38.00
A062860,-52.00
A064550,-3.00
A062970,-49.00
A064760,66.00
A063080,0
A064800,80.00
A063170,-46.00
A064820,-40.00
A063440,-44.00
A064850,23.00
A063570,-17.00
A065060,-67.00
A063760,248.00
A065130,-4.00
A064090,96.00
A065150,-32.00
A064240,-33.00
A065170,-29.00
A064260,-51.00
A065350,-20.00
A064290,43.00
A065370,-7.00
A064480,21.00
A065420,-19.00
A064510,0
A065440,-47.00
A064520,-38.00
A065450,-1.00
A064550,-3.00
A065500,-64.00
A064760,66.00
A065510,-23.00
A064800,80.00
A065530,119.00
A064820,-40.00
A065560,-15.00
A064850,23.00
A065570,-16.00
A065060,-67.00
A065620,63.00
A065130,-4.00
A065650,-57.00
A065150,-32.00
A065660,156.00
A065170,-29.00
A065680,1.00
A065350,-20.00
A065370,-7.00
A065690,-18.00
A065420,-19.00
A065710,-23.00
A065440,-47.00
A065770,-55.00
A065950,-40.00
A065450,-1.00
A066110,-18.00
A065500,-64.00
A065510,-23.00
A066130,-69.00
A066310,0
A065530,119.00
A066360,-67.00
A065560,-15.00
A066410,-55.00
A065570,-16.00
A066430,-72.00
A065620,63.00
A066590,-35.00
A065650,-57.00
A066620,-44.00
A065660,156.00
A066670,-31.00
A065680,1.00
A066700,11.00
A065690,-18.00
A066790,-35.00
A065710,-23.00
A066900,-72.00
A065770,-55.00
A066910,-59.00
A065950,-40.00
A066970,305.00
A066110,-18.00
A066980,-76.00
A066130,-69.00
A067000,26.00
A066310,0
A067010,11.00
A066360,-67.00
A066410,-55.00
A067080,32.00
A067160,41.00
A066430,-72.00
A067170,-29.00
A066590,-35.00
A067280,-9.00
A066620,-44.00
A067290,-34.00
A066670,-31.00
A067310,-73.00
A066700,11.00
A067390,-11.00
A066790,-35.00
A067570,-18.00
A066900,-72.00
A067630,87.00
A066910,-59.00
A067730,-74.00
A066970,305.00
A067770,0
A066980,-76.00
A067900,58.00
A067000,26.00
A067920,-37.00
A067010,11.00
A067990,13.00
A067080,32.00
A068050,-73.00
A067160,41.00
A068240,-60.00
A067170,-29.00
A068330,-75.00
A067280,-9.00
A068760,449.00
A067290,-34.00
A068790,10.00
A067310,-73.00
A068930,35.00
A067390,-11.00
A068940,-56.00
A067570,-18.00
A069080,0
A067630,87.00
A069110,-46.00
A067730,-74.00
A069140,-61.00
A067770,0
A069330,4.00
A067900,58.00
A069410,-49.00
A067920,-37.00
A069510,-38.00
A067990,13.00
A069540,-49.00
A068050,-73.00
A069920,-61.00
A068240,-60.00
A070300,-29.00
A068330,-75.00
A070590,-13.00
A068760,449.00
A071200,-43.00
A068790,10.00
A071280,17.00
A068930,35.00
A071460,-68.00
A068940,-56.00
A071670,-17.00
A069080,0
A071850,-35.00
A069110,-46.00
A072020,-17.00
A069140,-61.00
A072470,-81.00
A069330,4.00
A072520,-69.00
A069410,-49.00
A072770,-51.00
A069510,-38.00
A072870,0
A069540,-49.00
A072950,-13.00
A069920,-61.00
A072990,-38.00
A070300,-29.00
A073010,-66.00
A070590,-13.00
A073070,90.00
A071200,-43.00
A073110,46.00
A071280,17.00
A073190,-67.00
A071460,-68.00
A073490,209.00
A071670,-17.00
A073540,-54.00
A071850,-35.00
A073560,-33.00
A072020,-17.00
A073570,-68.00
A072470,-81.00
A073640,42.00
A072520,-69.00
A074430,13.00
A072770,-51.00
A074600,-29.00
A072870,0
A075130,-31.00
A072950,-13.00
A075970,-24.00
A072990,-38.00
A076080,-30.00
A073010,-66.00
A076610,-53.00
A073070,90.00
A077360,-53.00
A073110,46.00
A078020,5.00
A073190,-67.00
A078070,140.00
A073490,209.00
A078130,1.00
A073540,-54.00
A078140,-56.00
A073560,-33.00
A078150,88.00
A073570,-68.00
A078160,0
A073640,42.00
A078340,0
A074430,13.00
A078350,-63.00
A074600,-29.00
A078590,-60.00
A075130,-31.00
A078600,223.00
A075970,-24.00
A078650,-16.00
A076080,-30.00
A078860,-30.00
A076610,-53.00
A078890,-51.00
A077360,-53.00
A078020,5.00
A078940,-50.00
A078070,140.00
A079000,-17.00
A078130,1.00
A079170,-37.00
A078140,-56.00
A079190,-10.00
A078150,88.00
A079370,-62.00
A078160,0
A079650,-20.00
A078340,0
A079810,86.00
A078350,-63.00
A079940,-44.00
A078590,-60.00
A079950,-3.00
A078600,223.00
A079960,-31.00
A078650,-16.00
A079970,-26.00
A078860,-30.00
A080000,-48.00
A078890,-51.00
A080010,-26.00
A078940,-50.00
A080160,1.00
A079000,-17.00
A080220,-45.00
A079170,-37.00
A080420,-36.00
A079190,-10.00
A080440,-48.00
A079370,-62.00
A080470,-54.00
A079650,-20.00
A080520,-62.00
A079810,86.00
A080530,-16.00
A079940,-44.00
A080580,-56.00
A080720,-15.00
A079950,-3.00
A081150,35.00
A079960,-31.00
A081580,-14.00
A079970,-26.00
A082210,-45.00
A080000,-48.00
A082270,-55.00
A080010,-26.00
A082660,-66.00
A080160,1.00
A082800,-37.00
A080220,-45.00
A082850,-29.00
A080420,-36.00
A082920,3.00
A080440,-48.00
A083310,-65.00
A080470,-54.00
A083450,236.00
A080520,-62.00
A083470,-44.00
A080530,-16.00
A083500,33.00
A080580,-56.00
A080720,-15.00
A083550,-22.00
A081150,35.00
A083640,123.00
A081580,-14.00
A083650,16.00
A082210,-45.00
A083660,0
A082270,-55.00
A083790,-46.00
A082660,-66.00
A083930,53.00
A082800,-37.00
A084110,7.00
A082850,-29.00
A084180,11.00
A082920,3.00
A084370,89.00
A084650,114.00
A084730,-67.00
A084850,0
